job_id,job_title,company_name,location,experience_required_years,skills,salary_min_inr,salary_max_inr,employment_type,remote_option
4502,Cybersecurity Analyst,Infosys,Chennai,11,"SQL, Azure, Python",651171,1019930,Internship,Remote
4503,Frontend Developer,Zoho,Delhi NCR,4,"Docker, Kubernetes, Machine Learning",1023899,1176745,Full-time,Onsite
4504,ML Engineer,Wipro,Noida,11,"SQL, Python, Tableau",1116835,1449983,Internship,Hybrid
4505,Cloud Engineer,Accenture,Noida,11,"Kubernetes, Python, React",1269032,1442859,Internship,Remote
4506,Data Analyst,Accenture,Chennai,13,"Tableau, Azure, Python",961619,1236393,Full-time,Onsite
4507,ML Engineer,TCS,Pune,14,"Python, Docker, React",1645308,1821405,Internship,Onsite
4508,Backend Developer,Cognizant,Pune,6,"Java, Kubernetes, Node.js",1130413,1314178,Full-time,Remote
4509,Frontend Developer,Tech Mahindra,Noida,14,"Node.js, Azure, AWS",1201342,1540383,Contract,Remote
4510,Cloud Engineer,Wipro,Bangalore,2,"AWS, Azure, Kubernetes",1956299,2093809,Full-time,Onsite
4511,Backend Developer,Flipkart,Noida,1,"React, Python, Kubernetes",1399611,1654115,Full-time,Remote
4512,Data Scientist,Wipro,Delhi NCR,12,"Machine Learning, Azure, Power BI",1777750,2153551,Full-time,Onsite
4513,ML Engineer,Accenture,Pune,8,"Node.js, Machine Learning, Docker",1327623,1657695,Internship,Onsite
4514,Data Scientist,Capgemini,Chennai,10,"AWS, Python, Power BI",2170971,2336822,Full-time,Hybrid
4515,Business Analyst,Flipkart,Pune,7,"Kubernetes, Power BI, Machine Learning",887328,1206213,Full-time,Remote
4516,Data Scientist,Zoho,Mumbai,3,"Java, AWS, SQL",1129352,1438306,Full-time,Remote
4517,Cloud Engineer,Zoho,Bangalore,10,"Machine Learning, Tableau, AWS",948284,1157570,Full-time,Onsite
4518,Business Analyst,Tech Mahindra,Kolkata,3,"Docker, Node.js, Azure",649464,1015117,Contract,Remote
4519,ML Engineer,Capgemini,Bangalore,3,"SQL, Java, React",2141599,2453585,Contract,Hybrid
4520,Backend Developer,Capgemini,Pune,3,"SQL, Machine Learning, Node.js",1190247,1358189,Full-time,Remote
4521,Frontend Developer,TCS,Pune,0,"AWS, Node.js, Kubernetes",1123322,1384461,Full-time,Onsite
4522,Cybersecurity Analyst,Zoho,Chennai,3,"Power BI, Python, Tableau",1277621,1421246,Internship,Onsite
4523,Data Analyst,Zoho,Kolkata,9,"Azure, Kubernetes, Power BI",780982,1126767,Full-time,Onsite
4524,Backend Developer,Accenture,Pune,0,"React, Tableau, Docker",1024331,1330839,Internship,Remote
4525,Cybersecurity Analyst,TCS,Pune,7,"React, Kubernetes, AWS",730258,904676,Full-time,Remote
4526,ML Engineer,Infosys,Noida,2,"Tableau, Power BI, Kubernetes",1037939,1298711,Full-time,Hybrid
4527,Data Analyst,Flipkart,Delhi NCR,15,"React, Kubernetes, Tableau",692656,805962,Contract,Remote
4528,Business Analyst,Cognizant,Kolkata,13,"SQL, Java, Kubernetes",761726,892233,Internship,Onsite
4529,Cloud Engineer,Capgemini,Pune,0,"Power BI, Azure, Python",1236912,1493055,Contract,Hybrid
4530,Backend Developer,TCS,Pune,3,"Azure, Java, Kubernetes",1090900,1317447,Contract,Onsite
4531,Frontend Developer,HCLTech,Hyderabad,12,"Tableau, AWS, Power BI",1240666,1415387,Full-time,Remote
4532,Cloud Engineer,Zoho,Pune,2,"Java, AWS, React",866439,1071675,Contract,Onsite
4533,Business Analyst,TCS,Delhi NCR,8,"Node.js, Power BI, Kubernetes",952109,1057805,Internship,Hybrid
4534,ML Engineer,Tech Mahindra,Pune,15,"Power BI, AWS, SQL",1878901,1993685,Full-time,Remote
4535,Data Scientist,TCS,Bangalore,14,"Python, Power BI, AWS",2024819,2292175,Contract,Onsite
4536,Data Analyst,Cognizant,Noida,11,"Tableau, SQL, Power BI",645081,1039026,Full-time,Onsite
4537,Cloud Engineer,Capgemini,Noida,10,"Machine Learning, AWS, Azure",1129281,1395479,Contract,Hybrid
4538,DevOps Engineer,Tech Mahindra,Bangalore,3,"React, AWS, Python",1443448,1679739,Full-time,Hybrid
4539,Backend Developer,Capgemini,Hyderabad,0,"Kubernetes, Tableau, SQL",1473734,1765534,Full-time,Onsite
4540,Data Analyst,Capgemini,Bangalore,2,"Azure, Power BI, Tableau",543529,923004,Contract,Onsite
4541,Data Analyst,Capgemini,Kolkata,0,"Java, Machine Learning, Power BI",617986,875617,Internship,Onsite
4542,Data Analyst,Cognizant,Noida,0,"Python, React, Azure",566178,831132,Contract,Onsite
4543,Backend Developer,Accenture,Mumbai,10,"Docker, AWS, Azure",674682,978867,Internship,Remote
4544,Cybersecurity Analyst,HCLTech,Kolkata,8,"Node.js, Java, Python",1361904,1592950,Contract,Hybrid
4545,Backend Developer,HCLTech,Kolkata,7,"Power BI, AWS, Tableau",1325210,1479228,Contract,Onsite
4546,Software Engineer,Zoho,Kolkata,2,"React, Java, Machine Learning",836765,1128146,Full-time,Hybrid
4547,Cloud Engineer,Accenture,Pune,8,"React, Docker, Azure",966444,1075894,Internship,Hybrid
4548,Frontend Developer,Capgemini,Kolkata,8,"Node.js, SQL, Docker",846247,1054535,Internship,Onsite
4549,Cybersecurity Analyst,Capgemini,Noida,4,"Azure, Docker, AWS",774451,1137747,Contract,Remote
4550,Data Scientist,Flipkart,Mumbai,10,"React, Machine Learning, Kubernetes",991512,1298965,Internship,Hybrid
4551,Software Engineer,HCLTech,Pune,14,"Machine Learning, SQL, Node.js",1244024,1419108,Contract,Hybrid
4552,Cloud Engineer,Accenture,Delhi NCR,10,"React, Tableau, Kubernetes",1269680,1492827,Contract,Onsite
4553,Cloud Engineer,TCS,Mumbai,9,"SQL, Tableau, Node.js",1161938,1303863,Internship,Onsite
4554,ML Engineer,Cognizant,Pune,9,"Node.js, SQL, Machine Learning",2321773,2532948,Full-time,Remote
4555,Frontend Developer,Wipro,Bangalore,8,"Tableau, Docker, Kubernetes",1160312,1302994,Contract,Remote
4556,ML Engineer,Cognizant,Mumbai,4,"Docker, Power BI, Python",1486229,1875832,Internship,Remote
4557,Software Engineer,Zoho,Pune,7,"Power BI, Machine Learning, Kubernetes",988376,1350570,Contract,Remote
4558,DevOps Engineer,Flipkart,Chennai,12,"Node.js, Tableau, Machine Learning",1244128,1415552,Contract,Hybrid
4559,Data Scientist,Accenture,Mumbai,3,"Python, Docker, React",1237605,1526272,Contract,Hybrid
4560,Software Engineer,Zoho,Mumbai,4,"Azure, React, Power BI",858973,977443,Contract,Hybrid
4561,Software Engineer,Capgemini,Hyderabad,5,"Python, SQL, Java",1215306,1614349,Full-time,Hybrid
4562,Software Engineer,Zoho,Delhi NCR,4,"SQL, Kubernetes, Azure",689767,799512,Internship,Onsite
4563,Software Engineer,Wipro,Bangalore,10,"SQL, Azure, Kubernetes",632873,951578,Full-time,Hybrid
4564,Backend Developer,Capgemini,Mumbai,7,"Python, Azure, Power BI",845263,951690,Full-time,Hybrid
4565,Software Engineer,HCLTech,Chennai,7,"Tableau, Python, Machine Learning",1051796,1278120,Full-time,Onsite
4566,Frontend Developer,Infosys,Pune,5,"Azure, Java, Power BI",1091329,1444924,Internship,Hybrid
4567,Data Analyst,Accenture,Bangalore,6,"Node.js, Kubernetes, SQL",546066,857063,Full-time,Onsite
4568,DevOps Engineer,Tech Mahindra,Hyderabad,10,"React, Tableau, Power BI",901492,1126991,Contract,Onsite
4569,DevOps Engineer,TCS,Pune,11,"Tableau, Docker, Python",890435,1173554,Full-time,Remote
4570,Backend Developer,HCLTech,Delhi NCR,15,"Kubernetes, React, Docker",732906,972804,Contract,Remote
4571,Business Analyst,Accenture,Hyderabad,5,"Python, Power BI, React",1005039,1151641,Full-time,Hybrid
4572,Data Scientist,Zoho,Kolkata,7,"Tableau, Azure, Machine Learning",2049914,2337072,Full-time,Hybrid
4573,DevOps Engineer,Accenture,Bangalore,15,"Azure, SQL, Kubernetes",1262579,1552231,Internship,Hybrid
4574,Cybersecurity Analyst,Wipro,Chennai,7,"AWS, SQL, Docker",1113866,1362452,Internship,Remote
4575,DevOps Engineer,TCS,Mumbai,4,"Azure, Python, React",1735499,1960802,Full-time,Remote
4576,Data Analyst,Capgemini,Bangalore,15,"SQL, Tableau, Docker",754040,998860,Full-time,Hybrid
4577,ML Engineer,Accenture,Mumbai,12,"Tableau, Python, Node.js",2014429,2305618,Full-time,Onsite
4578,Cloud Engineer,Wipro,Pune,9,"Java, Azure, Node.js",1558862,1705240,Full-time,Hybrid
4579,Backend Developer,Capgemini,Mumbai,1,"Power BI, Kubernetes, AWS",1279842,1522761,Contract,Hybrid
4580,Software Engineer,TCS,Hyderabad,3,"Python, Docker, Tableau",1118904,1349745,Internship,Onsite
4581,Software Engineer,Tech Mahindra,Chennai,0,"Java, SQL, Node.js",620521,826594,Full-time,Hybrid
4582,Cloud Engineer,TCS,Noida,1,"Machine Learning, Java, SQL",1749956,1906046,Full-time,Remote
4583,Cybersecurity Analyst,Zoho,Chennai,0,"Python, Node.js, Docker",1430844,1663203,Internship,Hybrid
4584,Data Scientist,Capgemini,Kolkata,8,"Node.js, Kubernetes, Java",1155594,1310697,Internship,Hybrid
4585,Cybersecurity Analyst,Cognizant,Delhi NCR,6,"Power BI, Python, AWS",1238136,1350176,Contract,Hybrid
4586,Data Analyst,Flipkart,Bangalore,11,"Node.js, AWS, Java",965055,1308353,Contract,Remote
4587,Cloud Engineer,Accenture,Kolkata,7,"React, Azure, Python",1975691,2217719,Full-time,Remote
4588,Business Analyst,Cognizant,Noida,0,"Power BI, Tableau, SQL",1083235,1365972,Internship,Remote
4589,Cybersecurity Analyst,TCS,Bangalore,15,"Tableau, Power BI, Node.js",937782,1257825,Internship,Remote
4590,Frontend Developer,Cognizant,Delhi NCR,14,"Azure, Kubernetes, Power BI",1150943,1334974,Contract,Onsite
4591,Software Engineer,HCLTech,Hyderabad,8,"Python, Node.js, Tableau",1324270,1440819,Full-time,Hybrid
4592,ML Engineer,Flipkart,Bangalore,3,"Python, React, Java",1448335,1765025,Internship,Remote
4593,DevOps Engineer,HCLTech,Hyderabad,1,"React, Machine Learning, Tableau",1123557,1424747,Contract,Onsite
4594,Cybersecurity Analyst,TCS,Noida,14,"SQL, Azure, Machine Learning",1642210,1988129,Full-time,Onsite
4595,Frontend Developer,Infosys,Mumbai,5,"Node.js, Tableau, SQL",1040249,1394435,Full-time,Onsite
4596,Frontend Developer,HCLTech,Chennai,7,"Kubernetes, Node.js, Java",580969,920668,Full-time,Remote
4597,Frontend Developer,Tech Mahindra,Mumbai,6,"SQL, Machine Learning, Azure",1008775,1182789,Full-time,Remote
4598,ML Engineer,Flipkart,Hyderabad,15,"Tableau, Java, Docker",1317358,1471301,Contract,Remote
4599,Cloud Engineer,Tech Mahindra,Delhi NCR,13,"Azure, Python, React",1002481,1219585,Full-time,Onsite
4600,Cybersecurity Analyst,TCS,Pune,5,"Java, Tableau, Machine Learning",1510702,1655782,Contract,Hybrid
4601,Cybersecurity Analyst,Zoho,Hyderabad,4,"Node.js, Tableau, SQL",1583487,1909911,Contract,Remote
4602,Business Analyst,TCS,Chennai,4,"Python, Machine Learning, Azure",986353,1332339,Contract,Onsite
4603,Business Analyst,HCLTech,Delhi NCR,10,"Node.js, SQL, Docker",1157259,1525319,Contract,Remote
4604,Backend Developer,TCS,Bangalore,3,"Node.js, Java, Azure",1241013,1344260,Contract,Remote
4605,Data Analyst,Capgemini,Pune,6,"Docker, React, Tableau",987986,1155483,Internship,Remote
4606,Backend Developer,TCS,Hyderabad,1,"Python, Kubernetes, Node.js",646993,911360,Contract,Remote
4607,Cybersecurity Analyst,Zoho,Chennai,11,"Node.js, Tableau, AWS",1325831,1468814,Internship,Remote
4608,Software Engineer,Accenture,Chennai,0,"Kubernetes, SQL, Machine Learning",648484,816716,Full-time,Hybrid
4609,DevOps Engineer,HCLTech,Chennai,15,"Python, Kubernetes, Docker",931586,1129077,Full-time,Hybrid
4610,Cloud Engineer,Zoho,Mumbai,7,"Docker, Power BI, Tableau",1312839,1463589,Internship,Hybrid
4611,Data Scientist,HCLTech,Hyderabad,15,"Kubernetes, Python, AWS",829348,941640,Internship,Onsite
4612,Cybersecurity Analyst,Tech Mahindra,Pune,2,"Java, Azure, React",687237,934027,Internship,Hybrid
4613,Cloud Engineer,Tech Mahindra,Pune,7,"Tableau, Azure, Java",1512729,1870703,Contract,Onsite
4614,Software Engineer,Wipro,Hyderabad,6,"Node.js, AWS, Kubernetes",1166270,1301282,Full-time,Onsite
4615,Software Engineer,Wipro,Noida,0,"Tableau, Docker, React",1490063,1802812,Contract,Onsite
4616,Business Analyst,Capgemini,Hyderabad,8,"Node.js, SQL, Python",581472,801527,Internship,Hybrid
4617,Frontend Developer,Zoho,Delhi NCR,7,"React, AWS, Python",1261747,1449217,Full-time,Remote
4618,Software Engineer,Infosys,Kolkata,14,"SQL, Machine Learning, Node.js",518659,918594,Full-time,Remote
4619,Frontend Developer,Capgemini,Noida,3,"React, Machine Learning, Tableau",955632,1185687,Internship,Hybrid
4620,Cybersecurity Analyst,Capgemini,Pune,6,"AWS, Node.js, Python",1200838,1392980,Full-time,Onsite
4621,Software Engineer,Tech Mahindra,Pune,7,"Machine Learning, SQL, Node.js",733690,927206,Full-time,Remote
4622,Cybersecurity Analyst,TCS,Mumbai,15,"SQL, Python, Node.js",897282,1255577,Contract,Onsite
4623,Cybersecurity Analyst,Cognizant,Bangalore,14,"SQL, Docker, Node.js",1347205,1558621,Internship,Hybrid
4624,DevOps Engineer,Tech Mahindra,Kolkata,4,"AWS, Power BI, SQL",1590260,1763461,Contract,Hybrid
4625,Data Analyst,Tech Mahindra,Bangalore,1,"Kubernetes, SQL, React",866925,990473,Full-time,Onsite
4626,DevOps Engineer,Tech Mahindra,Delhi NCR,6,"React, Tableau, Node.js",1567736,1865092,Internship,Hybrid
4627,Cloud Engineer,Infosys,Bangalore,3,"Docker, AWS, Python",1154239,1432932,Contract,Hybrid
4628,Cloud Engineer,Zoho,Bangalore,15,"Python, Machine Learning, React",1230851,1485466,Full-time,Hybrid
4629,Cybersecurity Analyst,Wipro,Mumbai,5,"Machine Learning, Tableau, AWS",621413,806047,Internship,Hybrid
4630,ML Engineer,Capgemini,Kolkata,14,"Python, Node.js, Kubernetes",1648819,2033290,Contract,Onsite
4631,Backend Developer,Cognizant,Kolkata,6,"Kubernetes, Docker, Azure",940105,1209568,Full-time,Onsite
4632,Backend Developer,Cognizant,Hyderabad,15,"Machine Learning, Docker, Power BI",832805,1006118,Full-time,Hybrid
4633,Data Analyst,Cognizant,Bangalore,1,"Python, Tableau, React",696733,938100,Full-time,Onsite
4634,ML Engineer,HCLTech,Kolkata,7,"Power BI, Python, Kubernetes",1471162,1831124,Full-time,Remote
4635,ML Engineer,HCLTech,Delhi NCR,9,"Node.js, AWS, Machine Learning",1334215,1583139,Internship,Hybrid
4636,DevOps Engineer,Capgemini,Kolkata,4,"Python, Tableau, Machine Learning",1334011,1613608,Full-time,Remote
4637,ML Engineer,Capgemini,Mumbai,3,"Node.js, Azure, React",1666341,1922439,Contract,Hybrid
4638,Software Engineer,Wipro,Mumbai,3,"Java, Python, SQL",1278385,1637050,Contract,Hybrid
4639,Cloud Engineer,Wipro,Bangalore,8,"Machine Learning, Kubernetes, React",1545925,1786754,Internship,Remote
4640,DevOps Engineer,Cognizant,Pune,11,"Power BI, Kubernetes, Docker",1416442,1518397,Internship,Remote
4641,Data Scientist,TCS,Hyderabad,7,"Power BI, Tableau, Node.js",1702679,2089040,Internship,Onsite
4642,Business Analyst,TCS,Kolkata,10,"Java, AWS, Machine Learning",797874,1003594,Full-time,Remote
4643,Cybersecurity Analyst,Accenture,Noida,4,"React, Tableau, Docker",1618882,1958827,Full-time,Onsite
4644,Frontend Developer,Infosys,Pune,6,"AWS, SQL, Docker",524121,689131,Contract,Hybrid
4645,Backend Developer,Zoho,Pune,6,"Power BI, Docker, Node.js",1336993,1458692,Full-time,Remote
4646,Data Scientist,Tech Mahindra,Hyderabad,1,"Docker, Tableau, SQL",1230655,1406259,Full-time,Onsite
4647,Data Scientist,Tech Mahindra,Kolkata,9,"Azure, React, Node.js",877235,1151029,Full-time,Remote
4648,Cloud Engineer,Tech Mahindra,Delhi NCR,1,"Python, AWS, Tableau",1425405,1638361,Full-time,Onsite
4649,Business Analyst,HCLTech,Noida,9,"Power BI, Docker, Node.js",518705,842506,Full-time,Onsite
4650,DevOps Engineer,Wipro,Pune,5,"React, Python, Tableau",1322441,1526832,Full-time,Hybrid
4651,DevOps Engineer,Infosys,Delhi NCR,8,"Tableau, React, SQL",1282991,1486825,Contract,Hybrid
4652,DevOps Engineer,Accenture,Kolkata,1,"Azure, Python, Docker",1214162,1527074,Contract,Remote
4653,Business Analyst,TCS,Chennai,11,"React, Power BI, Node.js",1023573,1402226,Internship,Remote
4654,Software Engineer,Cognizant,Mumbai,7,"Node.js, Tableau, Power BI",1470432,1818866,Contract,Hybrid
4655,Cloud Engineer,Cognizant,Bangalore,4,"Tableau, Python, AWS",847782,1108504,Contract,Remote
4656,Business Analyst,Accenture,Pune,15,"Docker, Kubernetes, Tableau",998535,1127740,Internship,Remote
4657,Cloud Engineer,Tech Mahindra,Noida,5,"Machine Learning, Kubernetes, React",1196124,1330275,Contract,Onsite
4658,Backend Developer,Cognizant,Noida,13,"Kubernetes, React, Node.js",963329,1238698,Internship,Onsite
4659,Frontend Developer,Accenture,Bangalore,3,"Kubernetes, Machine Learning, Node.js",1154647,1405695,Contract,Onsite
4660,Data Scientist,Tech Mahindra,Kolkata,6,"Tableau, Python, Power BI",1815967,2171334,Contract,Hybrid
4661,Data Scientist,Infosys,Pune,3,"Node.js, AWS, Python",955209,1184566,Full-time,Hybrid
4662,Software Engineer,Accenture,Kolkata,8,"Tableau, Python, SQL",1598217,1783217,Full-time,Onsite
4663,ML Engineer,Zoho,Bangalore,9,"Java, Azure, React",1228445,1604917,Contract,Onsite
4664,Frontend Developer,Accenture,Chennai,12,"Node.js, Java, Azure",1022554,1203118,Internship,Hybrid
4665,Data Scientist,Accenture,Chennai,0,"SQL, Java, AWS",1792172,2083478,Contract,Remote
4666,Business Analyst,Zoho,Noida,5,"Python, Azure, Kubernetes",1071415,1296953,Contract,Hybrid
4667,DevOps Engineer,Infosys,Pune,12,"AWS, Docker, Tableau",804338,1141959,Full-time,Onsite
4668,Data Analyst,Wipro,Chennai,5,"Azure, React, Node.js",967114,1124534,Internship,Remote
4669,Cybersecurity Analyst,Flipkart,Kolkata,11,"Python, Tableau, Machine Learning",1624628,1827639,Internship,Hybrid
4670,Data Scientist,Tech Mahindra,Chennai,9,"Node.js, Kubernetes, Java",1628499,1790307,Internship,Onsite
4671,Data Scientist,Wipro,Pune,3,"SQL, React, AWS",2249834,2448911,Full-time,Remote
4672,Software Engineer,Flipkart,Kolkata,9,"AWS, Machine Learning, Power BI",1150171,1362273,Contract,Hybrid
4673,Data Scientist,Zoho,Bangalore,11,"Tableau, AWS, Azure",1204015,1316896,Internship,Onsite
4674,Cybersecurity Analyst,Infosys,Delhi NCR,2,"Azure, AWS, Node.js",1226916,1544080,Contract,Hybrid
4675,Software Engineer,Infosys,Noida,1,"SQL, Python, AWS",744351,920165,Internship,Onsite
4676,Software Engineer,TCS,Pune,12,"Python, Java, Tableau",1119986,1470942,Full-time,Onsite
4677,Frontend Developer,Zoho,Chennai,12,"Power BI, Kubernetes, Python",826574,1222616,Contract,Hybrid
4678,Cybersecurity Analyst,Accenture,Mumbai,14,"Azure, SQL, React",788410,933177,Full-time,Remote
4679,Business Analyst,Cognizant,Mumbai,13,"Azure, Python, Power BI",1095405,1222937,Internship,Hybrid
4680,Cybersecurity Analyst,Cognizant,Bangalore,11,"Tableau, Python, SQL",899193,1188774,Internship,Onsite
4681,Cloud Engineer,Flipkart,Noida,10,"Docker, Kubernetes, Java",1212016,1584185,Internship,Onsite
4682,DevOps Engineer,Infosys,Chennai,0,"SQL, AWS, Tableau",1437108,1639685,Internship,Hybrid
4683,Cloud Engineer,Wipro,Chennai,3,"AWS, Python, Azure",1950012,2063316,Full-time,Remote
4684,Business Analyst,Accenture,Mumbai,7,"Java, Azure, Docker",566629,748946,Full-time,Hybrid
4685,Frontend Developer,Flipkart,Delhi NCR,0,"Docker, Azure, Node.js",770405,1055668,Internship,Hybrid
4686,Software Engineer,HCLTech,Delhi NCR,4,"Power BI, SQL, Java",1479220,1803221,Contract,Onsite
4687,Data Analyst,Flipkart,Noida,2,"Tableau, Machine Learning, React",916564,1140606,Full-time,Onsite
4688,Business Analyst,Infosys,Delhi NCR,1,"Python, Power BI, React",969635,1127217,Contract,Onsite
4689,Data Analyst,Wipro,Noida,1,"Python, Java, Kubernetes",608512,940160,Internship,Onsite
4690,Data Analyst,Infosys,Hyderabad,8,"Python, Kubernetes, SQL",536474,907447,Internship,Onsite
4691,Cybersecurity Analyst,Accenture,Noida,1,"Kubernetes, Tableau, Machine Learning",768820,1042750,Contract,Remote
4692,Cloud Engineer,Wipro,Mumbai,15,"Java, Tableau, Machine Learning",1349536,1460366,Full-time,Hybrid
4693,Frontend Developer,Wipro,Kolkata,3,"Node.js, Java, SQL",730203,1033657,Full-time,Onsite
4694,Backend Developer,Flipkart,Mumbai,14,"Machine Learning, Kubernetes, Python",1303232,1628858,Full-time,Onsite
4695,Cloud Engineer,TCS,Noida,15,"Power BI, Tableau, AWS",815024,1171776,Full-time,Hybrid
4696,ML Engineer,Tech Mahindra,Bangalore,15,"Docker, Node.js, Tableau",2366380,2677355,Full-time,Onsite
4697,Frontend Developer,TCS,Chennai,6,"Docker, React, Machine Learning",497987,822872,Full-time,Hybrid
4698,Software Engineer,Cognizant,Kolkata,1,"Node.js, AWS, Kubernetes",568478,769435,Internship,Onsite
4699,Business Analyst,HCLTech,Chennai,8,"Java, Tableau, AWS",840768,989403,Internship,Hybrid
4700,ML Engineer,Zoho,Bangalore,8,"AWS, Python, Docker",1913674,2157428,Contract,Onsite
4701,Data Analyst,Flipkart,Bangalore,6,"Java, Docker, React",867654,1097029,Full-time,Hybrid
4702,ML Engineer,HCLTech,Delhi NCR,9,"AWS, SQL, React",1806438,1976794,Full-time,Onsite
4703,Data Analyst,Zoho,Chennai,4,"Kubernetes, AWS, Python",793094,1191740,Full-time,Remote
4704,Cybersecurity Analyst,Tech Mahindra,Kolkata,0,"React, SQL, Power BI",1107476,1375823,Internship,Hybrid
4705,Data Analyst,Cognizant,Noida,10,"SQL, Power BI, Java",983714,1158120,Full-time,Remote
4706,Data Scientist,Wipro,Chennai,4,"Tableau, SQL, Node.js",2213948,2414269,Contract,Remote
4707,Business Analyst,Flipkart,Chennai,4,"Node.js, Python, Kubernetes",1029063,1284441,Internship,Remote
4708,Software Engineer,Tech Mahindra,Kolkata,1,"Python, Power BI, Tableau",689853,842856,Full-time,Hybrid
4709,Cybersecurity Analyst,Cognizant,Pune,1,"Python, Machine Learning, React",666031,1011958,Full-time,Hybrid
4710,Data Scientist,Cognizant,Noida,2,"Tableau, React, Machine Learning",2276231,2490192,Full-time,Remote
4711,Software Engineer,Zoho,Hyderabad,3,"React, Python, AWS",1043103,1376929,Full-time,Onsite
4712,Software Engineer,Cognizant,Pune,6,"React, Docker, Azure",504113,764992,Full-time,Remote
4713,Data Analyst,Wipro,Delhi NCR,0,"Node.js, AWS, Azure",647532,759640,Internship,Onsite
4714,ML Engineer,Infosys,Kolkata,2,"Python, AWS, Java",1123997,1448848,Contract,Hybrid
4715,Cloud Engineer,Accenture,Kolkata,8,"Machine Learning, Power BI, Node.js",887612,1050285,Full-time,Onsite
4716,Business Analyst,Tech Mahindra,Noida,12,"Java, Power BI, Docker",619563,953001,Full-time,Remote
4717,Data Scientist,Capgemini,Hyderabad,5,"React, AWS, SQL",914515,1081629,Internship,Hybrid
4718,Data Scientist,TCS,Noida,13,"Azure, Tableau, Node.js",1592276,1923800,Contract,Onsite
4719,DevOps Engineer,Flipkart,Hyderabad,1,"Python, SQL, Power BI",1438712,1838384,Internship,Onsite
4720,ML Engineer,Wipro,Noida,2,"Azure, Machine Learning, Node.js",1992156,2206137,Contract,Onsite
4721,DevOps Engineer,Infosys,Delhi NCR,1,"Tableau, Machine Learning, React",1003420,1141622,Full-time,Onsite
4722,Cybersecurity Analyst,Accenture,Hyderabad,13,"AWS, Java, Python",1514269,1688260,Contract,Onsite
4723,ML Engineer,Zoho,Hyderabad,6,"Kubernetes, Azure, Node.js",1813001,2023973,Contract,Hybrid
4724,DevOps Engineer,Capgemini,Pune,12,"Docker, Java, Python",1478700,1654711,Contract,Hybrid
4725,Data Analyst,Zoho,Delhi NCR,11,"Node.js, React, Power BI",985231,1323041,Contract,Onsite
4726,Business Analyst,Tech Mahindra,Chennai,0,"Python, Power BI, Machine Learning",1041148,1390164,Contract,Remote
4727,Data Scientist,TCS,Delhi NCR,3,"AWS, Power BI, Machine Learning",2105321,2269596,Internship,Onsite
4728,Backend Developer,Capgemini,Chennai,15,"SQL, Kubernetes, AWS",779730,1124768,Full-time,Remote
4729,Frontend Developer,Wipro,Pune,4,"Kubernetes, Azure, Tableau",701327,990835,Full-time,Onsite
4730,Cloud Engineer,Tech Mahindra,Bangalore,10,"Machine Learning, Tableau, Power BI",1538959,1897486,Full-time,Remote
4731,Backend Developer,Flipkart,Pune,3,"SQL, React, AWS",948083,1273771,Internship,Onsite
4732,Backend Developer,Cognizant,Hyderabad,3,"Power BI, Python, Java",1090395,1431397,Full-time,Onsite
4733,Software Engineer,Zoho,Noida,4,"Node.js, Machine Learning, React",636004,903081,Full-time,Hybrid
4734,Data Analyst,Accenture,Pune,0,"Power BI, Node.js, Azure",572347,896754,Contract,Remote
4735,Cloud Engineer,Tech Mahindra,Hyderabad,15,"Python, Tableau, React",1858702,1998298,Full-time,Hybrid
4736,ML Engineer,Wipro,Delhi NCR,3,"React, Kubernetes, Python",1043147,1390535,Internship,Onsite
4737,Cybersecurity Analyst,Zoho,Noida,7,"Docker, Tableau, React",1636279,2026987,Full-time,Remote
4738,Cloud Engineer,Wipro,Delhi NCR,12,"Java, Azure, Machine Learning",950653,1250371,Internship,Remote
4739,Software Engineer,Accenture,Noida,14,"Azure, Tableau, React",968708,1307448,Internship,Remote
4740,Business Analyst,Flipkart,Bangalore,9,"Python, Node.js, React",1114743,1438664,Full-time,Onsite
4741,Frontend Developer,Infosys,Delhi NCR,2,"Java, Docker, Azure",879594,1095999,Contract,Remote
4742,Business Analyst,Capgemini,Kolkata,5,"Docker, Python, React",585455,802535,Contract,Onsite
4743,Backend Developer,HCLTech,Chennai,9,"Tableau, React, Power BI",610966,858536,Contract,Remote
4744,Data Analyst,Infosys,Noida,14,"Kubernetes, React, Java",881711,1174159,Internship,Onsite
4745,Data Scientist,Accenture,Noida,5,"Docker, Machine Learning, Java",1333180,1566272,Contract,Onsite
4746,Business Analyst,Capgemini,Noida,13,"Node.js, Power BI, Tableau",590691,786546,Full-time,Remote
4747,Software Engineer,Cognizant,Mumbai,15,"Docker, Tableau, Power BI",1047955,1237940,Internship,Remote
4748,Software Engineer,Wipro,Delhi NCR,9,"AWS, Tableau, Machine Learning",920650,1265067,Contract,Remote
4749,Data Scientist,Flipkart,Hyderabad,5,"React, Azure, Machine Learning",1095452,1251534,Contract,Onsite
4750,ML Engineer,Accenture,Delhi NCR,1,"Azure, Machine Learning, SQL",1290469,1417750,Full-time,Hybrid
4751,DevOps Engineer,Zoho,Noida,8,"Java, SQL, Kubernetes",1213841,1520619,Contract,Remote
4752,DevOps Engineer,Flipkart,Pune,6,"Kubernetes, Python, Java",1530510,1676513,Contract,Remote
4753,Business Analyst,TCS,Hyderabad,10,"Node.js, Docker, Azure",819896,1183426,Contract,Hybrid
